time	size	parameter
312	a-50	decroissant
321	a-50	decroissant
327	a-50	decroissant
358	a-50	decroissant
340	a-50	decroissant
347	a-50	decroissant
326	a-50	decroissant
364	a-50	decroissant
332	a-50	decroissant
367	a-50	decroissant
328	a-50	decroissant
319	a-50	decroissant
294	a-50	decroissant
324	a-50	decroissant
324	a-50	decroissant
323	a-50	decroissant
323	a-50	decroissant
328	a-50	decroissant
318	a-50	decroissant
322	a-50	decroissant
296	a-50	decroissant
290	a-50	decroissant
337	a-50	decroissant
354	a-50	decroissant
343	a-50	decroissant
306	a-50	decroissant
304	a-50	decroissant
329	a-50	decroissant
331	a-50	decroissant
301	a-50	decroissant
295	a-50	decroissant
298	a-50	decroissant
344	a-50	decroissant
348	a-50	decroissant
354	a-50	decroissant
337	a-50	decroissant
327	a-50	decroissant
317	a-50	decroissant
344	a-50	decroissant
306	a-50	decroissant
330	a-50	decroissant
360	a-50	decroissant
331	a-50	decroissant
317	a-50	decroissant
302	a-50	decroissant
325	a-50	decroissant
359	a-50	decroissant
328	a-50	decroissant
323	a-50	decroissant
299	a-50	decroissant
366	a-50	decroissant
337	a-50	decroissant
352	a-50	decroissant
385	a-50	decroissant
308	a-50	decroissant
350	a-50	decroissant
312	a-50	decroissant
342	a-50	decroissant
402	a-50	decroissant
402	a-50	decroissant
367	a-50	decroissant
335	a-50	decroissant
338	a-50	decroissant
349	a-50	decroissant
357	a-50	decroissant
337	a-50	decroissant
338	a-50	decroissant
329	a-50	decroissant
308	a-50	decroissant
338	a-50	decroissant
359	a-50	decroissant
329	a-50	decroissant
401	a-50	decroissant
411	a-50	decroissant
345	a-50	decroissant
335	a-50	decroissant
452	a-50	decroissant
312	a-50	decroissant
302	a-50	decroissant
354	a-50	decroissant
343	a-50	decroissant
327	a-50	decroissant
337	a-50	decroissant
342	a-50	decroissant
347	a-50	decroissant
359	a-50	decroissant
345	a-50	decroissant
356	a-50	decroissant
365	a-50	decroissant
374	a-50	decroissant
354	a-50	decroissant
398	a-50	decroissant
363	a-50	decroissant
331	a-50	decroissant
405	a-50	decroissant
331	a-50	decroissant
329	a-50	decroissant
337	a-50	decroissant
330	a-50	decroissant
345	a-50	decroissant
335	a-50	decroissant
288	a-50	decroissant
347	a-50	decroissant
326	a-50	decroissant
331	a-50	decroissant
324	a-50	decroissant
320	a-50	decroissant
325	a-50	decroissant
324	a-50	decroissant
324	a-50	decroissant
317	a-50	decroissant
322	a-50	decroissant
292	a-50	decroissant
301	a-50	decroissant
287	a-50	decroissant
316	a-50	decroissant
316	a-50	decroissant
300	a-50	decroissant
289	a-50	decroissant
295	a-50	decroissant
325	a-50	decroissant
323	a-50	decroissant
324	a-50	decroissant
325	a-50	decroissant
326	a-50	decroissant
325	a-50	decroissant
326	a-50	decroissant
322	a-50	decroissant
322	a-50	decroissant
321	a-50	decroissant
325	a-50	decroissant
323	a-50	decroissant
328	a-50	decroissant
320	a-50	decroissant
326	a-50	decroissant
328	a-50	decroissant
358	a-50	decroissant
322	a-50	decroissant
324	a-50	decroissant
296	a-50	decroissant
297	a-50	decroissant
303	a-50	decroissant
336	a-50	decroissant
343	a-50	decroissant
327	a-50	decroissant
359	a-50	decroissant
330	a-50	decroissant
359	a-50	decroissant
325	a-50	decroissant
295	a-50	decroissant
326	a-50	decroissant
321	a-50	decroissant
337	a-50	decroissant
325	a-50	decroissant
336	a-50	decroissant
298	a-50	decroissant
321	a-50	decroissant
356	a-50	decroissant
338	a-50	decroissant
310	a-50	decroissant
419	a-50	decroissant
403	a-50	decroissant
312	a-50	decroissant
337	a-50	decroissant
328	a-50	decroissant
329	a-50	decroissant
333	a-50	decroissant
335	a-50	decroissant
330	a-50	decroissant
330	a-50	decroissant
327	a-50	decroissant
333	a-50	decroissant
337	a-50	decroissant
331	a-50	decroissant
366	a-50	decroissant
333	a-50	decroissant
348	a-50	decroissant
357	a-50	decroissant
330	a-50	decroissant
355	a-50	decroissant
333	a-50	decroissant
331	a-50	decroissant
325	a-50	decroissant
305	a-50	decroissant
345	a-50	decroissant
329	a-50	decroissant
357	a-50	decroissant
305	a-50	decroissant
299	a-50	decroissant
351	a-50	decroissant
357	a-50	decroissant
346	a-50	decroissant
339	a-50	decroissant
409	a-50	decroissant
360	a-50	decroissant
312	a-50	decroissant
376	a-50	decroissant
338	a-50	decroissant
339	a-50	decroissant
334	a-50	decroissant
334	a-50	decroissant
329	a-50	decroissant
297	a-50	decroissant
301	a-50	decroissant
360	a-50	decroissant
337	a-50	decroissant
339	a-50	decroissant
333	a-50	decroissant
337	a-50	decroissant
337	a-50	decroissant
368	a-50	decroissant
339	a-50	decroissant
337	a-50	decroissant
338	a-50	decroissant
330	a-50	decroissant
338	a-50	decroissant
338	a-50	decroissant
336	a-50	decroissant
339	a-50	decroissant
350	a-50	decroissant
336	a-50	decroissant
328	a-50	decroissant
307	a-50	decroissant
411	a-50	decroissant
296	a-50	decroissant
328	a-50	decroissant
338	a-50	decroissant
347	a-50	decroissant
304	a-50	decroissant
292	a-50	decroissant
325	a-50	decroissant
475	a-50	decroissant
313	a-50	decroissant
308	a-50	decroissant
414	a-50	decroissant
346	a-50	decroissant
353	a-50	decroissant
352	a-50	decroissant
334	a-50	decroissant
334	a-50	decroissant
328	a-50	decroissant
329	a-50	decroissant
351	a-50	decroissant
359	a-50	decroissant
342	a-50	decroissant
341	a-50	decroissant
341	a-50	decroissant
334	a-50	decroissant
334	a-50	decroissant
330	a-50	decroissant
333	a-50	decroissant
336	a-50	decroissant
324	a-50	decroissant
337	a-50	decroissant
318	a-50	decroissant
318	a-50	decroissant
321	a-50	decroissant
305	a-50	decroissant
341	a-50	decroissant
336	a-50	decroissant
357	a-50	decroissant
343	a-50	decroissant
343	a-50	decroissant
336	a-50	decroissant
349	a-50	decroissant
335	a-50	decroissant
351	a-50	decroissant
325	a-50	decroissant
328	a-50	decroissant
321	a-50	decroissant
353	a-50	decroissant
346	a-50	decroissant
346	a-50	decroissant
340	a-50	decroissant
336	a-50	decroissant
338	a-50	decroissant
336	a-50	decroissant
384	a-50	decroissant
338	a-50	decroissant
325	a-50	decroissant
312	a-50	decroissant
338	a-50	decroissant
338	a-50	decroissant
309	a-50	decroissant
324	a-50	decroissant
334	a-50	decroissant
299	a-50	decroissant
326	a-50	decroissant
313	a-50	decroissant
334	a-50	decroissant
334	a-50	decroissant
328	a-50	decroissant
347	a-50	decroissant
349	a-50	decroissant
361	a-50	decroissant
323	a-50	decroissant
344	a-50	decroissant
347	a-50	decroissant
412	a-50	decroissant
334	a-50	decroissant
334	a-50	decroissant
324	a-50	decroissant
333	a-50	decroissant
341	a-50	decroissant
328	a-50	decroissant
345	a-50	decroissant
297	a-50	decroissant
325	a-50	decroissant
337	a-50	decroissant
332	a-50	decroissant
327	a-50	decroissant
360	a-50	decroissant
338	a-50	decroissant
334	a-50	decroissant
335	a-50	decroissant
330	a-50	decroissant
351	a-50	decroissant
322	a-50	decroissant
326	a-50	decroissant
304	a-50	decroissant
335	a-50	decroissant
318	a-50	decroissant
291	a-50	decroissant
331	a-50	decroissant
321	a-50	decroissant
320	a-50	decroissant
317	a-50	decroissant
293	a-50	decroissant
296	a-50	decroissant
326	a-50	decroissant
293	a-50	decroissant
305	a-50	decroissant
342	a-50	decroissant
324	a-50	decroissant
295	a-50	decroissant
314	a-50	decroissant
296	a-50	decroissant
303	a-50	decroissant
324	a-50	decroissant
338	a-50	decroissant
326	a-50	decroissant
330	a-50	decroissant
340	a-50	decroissant
331	a-50	decroissant
313	a-50	decroissant
322	a-50	decroissant
406	a-50	decroissant
405	a-50	decroissant
397	a-50	decroissant
346	a-50	decroissant
406	a-50	decroissant
415	a-50	decroissant
399	a-50	decroissant
413	a-50	decroissant
317	a-50	decroissant
407	a-50	decroissant
320	a-50	decroissant
327	a-50	decroissant
341	a-50	decroissant
310	a-50	decroissant
344	a-50	decroissant
330	a-50	decroissant
374	a-50	decroissant
371	a-50	decroissant
386	a-50	decroissant
358	a-50	decroissant
392	a-50	decroissant
381	a-50	decroissant
391	a-50	decroissant
360	a-50	decroissant
390	a-50	decroissant
434	a-50	decroissant
376	a-50	decroissant
390	a-50	decroissant
395	a-50	decroissant
417	a-50	decroissant
409	a-50	decroissant
401	a-50	decroissant
362	a-50	decroissant
383	a-50	decroissant
332	a-50	decroissant
386	a-50	decroissant
340	a-50	decroissant
374	a-50	decroissant
371	a-50	decroissant
364	a-50	decroissant
330	a-50	decroissant
437	a-50	decroissant
318	a-50	decroissant
477	a-50	decroissant
319	a-50	decroissant
311	a-50	decroissant
408	a-50	decroissant
391	a-50	decroissant
581	a-50	decroissant
427	a-50	decroissant
307	a-50	decroissant
326	a-50	decroissant
320	a-50	decroissant
413	a-50	decroissant
428	a-50	decroissant
584	a-50	decroissant
337	a-50	decroissant
339	a-50	decroissant
341	a-50	decroissant
345	a-50	decroissant
326	a-50	decroissant
330	a-50	decroissant
337	a-50	decroissant
665	a-50	decroissant
332	a-50	decroissant
320	a-50	decroissant
342	a-50	decroissant
308	a-50	decroissant
345	a-50	decroissant
328	a-50	decroissant
355	a-50	decroissant
287	a-50	decroissant
288	a-50	decroissant
396	a-50	decroissant
305	a-50	decroissant
420	a-50	decroissant
326	a-50	decroissant
352	a-50	decroissant
352	a-50	decroissant
335	a-50	decroissant
347	a-50	decroissant
373	a-50	decroissant
346	a-50	decroissant
335	a-50	decroissant
333	a-50	decroissant
302	a-50	decroissant
306	a-50	decroissant
316	a-50	decroissant
339	a-50	decroissant
337	a-50	decroissant
350	a-50	decroissant
328	a-50	decroissant
380	a-50	decroissant
349	a-50	decroissant
352	a-50	decroissant
318	a-50	decroissant
349	a-50	decroissant
318	a-50	decroissant
430	a-50	decroissant
417	a-50	decroissant
415	a-50	decroissant
429	a-50	decroissant
315	a-50	decroissant
409	a-50	decroissant
415	a-50	decroissant
318	a-50	decroissant
506	a-50	decroissant
355	a-50	decroissant
338	a-50	decroissant
321	a-50	decroissant
336	a-50	decroissant
335	a-50	decroissant
343	a-50	croissant
308	a-50	croissant
331	a-50	croissant
336	a-50	croissant
336	a-50	croissant
430	a-50	croissant
380	a-50	croissant
369	a-50	croissant
374	a-50	croissant
341	a-50	croissant
328	a-50	croissant
326	a-50	croissant
355	a-50	croissant
350	a-50	croissant
352	a-50	croissant
352	a-50	croissant
339	a-50	croissant
337	a-50	croissant
360	a-50	croissant
346	a-50	croissant
404	a-50	croissant
363	a-50	croissant
299	a-50	croissant
352	a-50	croissant
350	a-50	croissant
394	a-50	croissant
340	a-50	croissant
390	a-50	croissant
347	a-50	croissant
327	a-50	croissant
322	a-50	croissant
313	a-50	croissant
456	a-50	croissant
389	a-50	croissant
352	a-50	croissant
361	a-50	croissant
364	a-50	croissant
334	a-50	croissant
315	a-50	croissant
327	a-50	croissant
315	a-50	croissant
292	a-50	croissant
297	a-50	croissant
320	a-50	croissant
321	a-50	croissant
323	a-50	croissant
327	a-50	croissant
326	a-50	croissant
321	a-50	croissant
323	a-50	croissant
325	a-50	croissant
321	a-50	croissant
304	a-50	croissant
298	a-50	croissant
291	a-50	croissant
431	a-50	croissant
330	a-50	croissant
300	a-50	croissant
348	a-50	croissant
373	a-50	croissant
411	a-50	croissant
337	a-50	croissant
316	a-50	croissant
328	a-50	croissant
342	a-50	croissant
361	a-50	croissant
370	a-50	croissant
329	a-50	croissant
357	a-50	croissant
329	a-50	croissant
415	a-50	croissant
387	a-50	croissant
354	a-50	croissant
356	a-50	croissant
337	a-50	croissant
317	a-50	croissant
329	a-50	croissant
325	a-50	croissant
315	a-50	croissant
310	a-50	croissant
346	a-50	croissant
345	a-50	croissant
376	a-50	croissant
322	a-50	croissant
333	a-50	croissant
463	a-50	croissant
368	a-50	croissant
360	a-50	croissant
397	a-50	croissant
440	a-50	croissant
360	a-50	croissant
336	a-50	croissant
337	a-50	croissant
341	a-50	croissant
339	a-50	croissant
339	a-50	croissant
339	a-50	croissant
318	a-50	croissant
336	a-50	croissant
341	a-50	croissant
326	a-50	croissant
339	a-50	croissant
334	a-50	croissant
331	a-50	croissant
333	a-50	croissant
361	a-50	croissant
342	a-50	croissant
332	a-50	croissant
314	a-50	croissant
294	a-50	croissant
315	a-50	croissant
341	a-50	croissant
350	a-50	croissant
313	a-50	croissant
335	a-50	croissant
335	a-50	croissant
333	a-50	croissant
437	a-50	croissant
334	a-50	croissant
384	a-50	croissant
316	a-50	croissant
345	a-50	croissant
337	a-50	croissant
357	a-50	croissant
334	a-50	croissant
352	a-50	croissant
321	a-50	croissant
319	a-50	croissant
350	a-50	croissant
352	a-50	croissant
337	a-50	croissant
338	a-50	croissant
350	a-50	croissant
334	a-50	croissant
335	a-50	croissant
334	a-50	croissant
335	a-50	croissant
330	a-50	croissant
343	a-50	croissant
328	a-50	croissant
301	a-50	croissant
301	a-50	croissant
348	a-50	croissant
337	a-50	croissant
338	a-50	croissant
342	a-50	croissant
327	a-50	croissant
327	a-50	croissant
321	a-50	croissant
322	a-50	croissant
326	a-50	croissant
321	a-50	croissant
323	a-50	croissant
333	a-50	croissant
327	a-50	croissant
323	a-50	croissant
309	a-50	croissant
394	a-50	croissant
323	a-50	croissant
326	a-50	croissant
338	a-50	croissant
330	a-50	croissant
326	a-50	croissant
295	a-50	croissant
311	a-50	croissant
325	a-50	croissant
392	a-50	croissant
330	a-50	croissant
361	a-50	croissant
341	a-50	croissant
336	a-50	croissant
352	a-50	croissant
351	a-50	croissant
340	a-50	croissant
342	a-50	croissant
364	a-50	croissant
335	a-50	croissant
332	a-50	croissant
360	a-50	croissant
323	a-50	croissant
328	a-50	croissant
335	a-50	croissant
329	a-50	croissant
334	a-50	croissant
330	a-50	croissant
337	a-50	croissant
338	a-50	croissant
344	a-50	croissant
339	a-50	croissant
332	a-50	croissant
334	a-50	croissant
321	a-50	croissant
351	a-50	croissant
337	a-50	croissant
333	a-50	croissant
331	a-50	croissant
325	a-50	croissant
335	a-50	croissant
333	a-50	croissant
300	a-50	croissant
427	a-50	croissant
339	a-50	croissant
331	a-50	croissant
343	a-50	croissant
373	a-50	croissant
346	a-50	croissant
352	a-50	croissant
340	a-50	croissant
342	a-50	croissant
333	a-50	croissant
351	a-50	croissant
324	a-50	croissant
337	a-50	croissant
331	a-50	croissant
300	a-50	croissant
332	a-50	croissant
359	a-50	croissant
333	a-50	croissant
326	a-50	croissant
324	a-50	croissant
301	a-50	croissant
319	a-50	croissant
321	a-50	croissant
360	a-50	croissant
353	a-50	croissant
340	a-50	croissant
332	a-50	croissant
332	a-50	croissant
335	a-50	croissant
333	a-50	croissant
331	a-50	croissant
333	a-50	croissant
335	a-50	croissant
337	a-50	croissant
436	a-50	croissant
334	a-50	croissant
365	a-50	croissant
337	a-50	croissant
348	a-50	croissant
319	a-50	croissant
327	a-50	croissant
381	a-50	croissant
344	a-50	croissant
339	a-50	croissant
403	a-50	croissant
387	a-50	croissant
372	a-50	croissant
291	a-50	croissant
435	a-50	croissant
407	a-50	croissant
352	a-50	croissant
362	a-50	croissant
361	a-50	croissant
413	a-50	croissant
329	a-50	croissant
347	a-50	croissant
333	a-50	croissant
337	a-50	croissant
309	a-50	croissant
350	a-50	croissant
303	a-50	croissant
331	a-50	croissant
335	a-50	croissant
296	a-50	croissant
325	a-50	croissant
336	a-50	croissant
331	a-50	croissant
346	a-50	croissant
341	a-50	croissant
335	a-50	croissant
341	a-50	croissant
315	a-50	croissant
321	a-50	croissant
325	a-50	croissant
327	a-50	croissant
328	a-50	croissant
305	a-50	croissant
321	a-50	croissant
323	a-50	croissant
297	a-50	croissant
322	a-50	croissant
326	a-50	croissant
327	a-50	croissant
334	a-50	croissant
361	a-50	croissant
333	a-50	croissant
349	a-50	croissant
336	a-50	croissant
341	a-50	croissant
362	a-50	croissant
359	a-50	croissant
348	a-50	croissant
338	a-50	croissant
362	a-50	croissant
311	a-50	croissant
315	a-50	croissant
329	a-50	croissant
345	a-50	croissant
319	a-50	croissant
343	a-50	croissant
344	a-50	croissant
308	a-50	croissant
341	a-50	croissant
338	a-50	croissant
329	a-50	croissant
339	a-50	croissant
352	a-50	croissant
335	a-50	croissant
454	a-50	croissant
312	a-50	croissant
341	a-50	croissant
341	a-50	croissant
352	a-50	croissant
380	a-50	croissant
312	a-50	croissant
346	a-50	croissant
356	a-50	croissant
336	a-50	croissant
442	a-50	croissant
397	a-50	croissant
339	a-50	croissant
338	a-50	croissant
342	a-50	croissant
336	a-50	croissant
354	a-50	croissant
370	a-50	croissant
344	a-50	croissant
351	a-50	croissant
345	a-50	croissant
348	a-50	croissant
332	a-50	croissant
330	a-50	croissant
352	a-50	croissant
368	a-50	croissant
384	a-50	croissant
303	a-50	croissant
333	a-50	croissant
369	a-50	croissant
296	a-50	croissant
329	a-50	croissant
344	a-50	croissant
345	a-50	croissant
474	a-50	croissant
356	a-50	croissant
322	a-50	croissant
298	a-50	croissant
316	a-50	croissant
301	a-50	croissant
357	a-50	croissant
370	a-50	croissant
321	a-50	croissant
474	a-50	croissant
657	a-50	croissant
340	a-50	croissant
365	a-50	croissant
415	a-50	croissant
366	a-50	croissant
348	a-50	croissant
397	a-50	croissant
393	a-50	croissant
392	a-50	croissant
317	a-50	croissant
318	a-50	croissant
414	a-50	croissant
417	a-50	croissant
399	a-50	croissant
401	a-50	croissant
413	a-50	croissant
314	a-50	croissant
335	a-50	croissant
357	a-50	croissant
376	a-50	croissant
411	a-50	croissant
396	a-50	croissant
387	a-50	croissant
335	a-50	croissant
375	a-50	croissant
377	a-50	croissant
383	a-50	croissant
429	a-50	croissant
421	a-50	croissant
428	a-50	croissant
414	a-50	croissant
407	a-50	croissant
324	a-50	croissant
318	a-50	croissant
401	a-50	croissant
373	a-50	croissant
423	a-50	croissant
554	a-50	croissant
345	a-50	croissant
361	a-50	croissant
334	a-50	croissant
317	a-50	croissant
348	a-50	croissant
361	a-50	croissant
328	a-50	croissant
314	a-50	croissant
320	a-50	croissant
333	a-50	croissant
329	a-50	croissant
800	a-50	croissant
311	a-50	croissant
342	a-50	croissant
314	a-50	croissant
311	a-50	croissant
323	a-50	croissant
372	a-50	croissant
295	a-50	croissant
420	a-50	croissant
297	a-50	croissant
312	a-50	croissant
324	a-50	croissant
313	a-50	croissant
363	a-50	croissant
309	a-50	croissant
339	a-50	croissant
338	a-50	croissant
332	a-50	croissant
343	a-50	croissant
329	a-50	croissant
315	a-50	croissant
