time	size	parameter
408	c-250	decroissant
388	c-250	decroissant
403	c-250	decroissant
384	c-250	decroissant
419	c-250	decroissant
389	c-250	decroissant
419	c-250	decroissant
392	c-250	decroissant
440	c-250	decroissant
414	c-250	decroissant
399	c-250	decroissant
433	c-250	decroissant
353	c-250	decroissant
409	c-250	decroissant
369	c-250	decroissant
428	c-250	decroissant
356	c-250	decroissant
377	c-250	decroissant
353	c-250	decroissant
353	c-250	decroissant
410	c-250	decroissant
426	c-250	decroissant
413	c-250	decroissant
385	c-250	decroissant
427	c-250	decroissant
400	c-250	decroissant
398	c-250	decroissant
396	c-250	decroissant
397	c-250	decroissant
398	c-250	decroissant
396	c-250	decroissant
389	c-250	decroissant
392	c-250	decroissant
400	c-250	decroissant
417	c-250	decroissant
496	c-250	decroissant
420	c-250	decroissant
516	c-250	decroissant
422	c-250	decroissant
498	c-250	decroissant
541	c-250	decroissant
489	c-250	decroissant
513	c-250	decroissant
519	c-250	decroissant
378	c-250	decroissant
377	c-250	decroissant
381	c-250	decroissant
507	c-250	decroissant
431	c-250	decroissant
422	c-250	decroissant
394	c-250	decroissant
392	c-250	decroissant
373	c-250	decroissant
384	c-250	decroissant
495	c-250	decroissant
418	c-250	decroissant
437	c-250	decroissant
412	c-250	decroissant
485	c-250	decroissant
474	c-250	decroissant
451	c-250	decroissant
398	c-250	decroissant
494	c-250	decroissant
493	c-250	decroissant
494	c-250	decroissant
503	c-250	decroissant
453	c-250	decroissant
501	c-250	decroissant
498	c-250	decroissant
499	c-250	decroissant
390	c-250	decroissant
374	c-250	decroissant
381	c-250	decroissant
376	c-250	decroissant
379	c-250	decroissant
520	c-250	decroissant
511	c-250	decroissant
385	c-250	decroissant
520	c-250	decroissant
376	c-250	decroissant
404	c-250	decroissant
386	c-250	decroissant
514	c-250	decroissant
383	c-250	decroissant
384	c-250	decroissant
413	c-250	decroissant
416	c-250	decroissant
359	c-250	decroissant
576	c-250	decroissant
559	c-250	decroissant
390	c-250	decroissant
369	c-250	decroissant
363	c-250	decroissant
580	c-250	decroissant
445	c-250	decroissant
482	c-250	decroissant
425	c-250	decroissant
397	c-250	decroissant
407	c-250	decroissant
407	c-250	decroissant
382	c-250	decroissant
409	c-250	decroissant
383	c-250	decroissant
380	c-250	decroissant
375	c-250	decroissant
390	c-250	decroissant
391	c-250	decroissant
462	c-250	decroissant
480	c-250	decroissant
420	c-250	decroissant
454	c-250	decroissant
419	c-250	decroissant
394	c-250	decroissant
400	c-250	decroissant
392	c-250	decroissant
393	c-250	decroissant
388	c-250	decroissant
384	c-250	decroissant
388	c-250	decroissant
394	c-250	decroissant
390	c-250	decroissant
388	c-250	decroissant
370	c-250	decroissant
376	c-250	decroissant
472	c-250	decroissant
403	c-250	decroissant
385	c-250	decroissant
376	c-250	decroissant
431	c-250	decroissant
412	c-250	decroissant
385	c-250	decroissant
392	c-250	decroissant
377	c-250	decroissant
506	c-250	decroissant
376	c-250	decroissant
369	c-250	decroissant
403	c-250	decroissant
389	c-250	decroissant
380	c-250	decroissant
413	c-250	decroissant
428	c-250	decroissant
384	c-250	decroissant
397	c-250	decroissant
386	c-250	decroissant
422	c-250	decroissant
424	c-250	decroissant
415	c-250	decroissant
400	c-250	decroissant
372	c-250	decroissant
458	c-250	decroissant
406	c-250	decroissant
403	c-250	decroissant
491	c-250	decroissant
378	c-250	decroissant
392	c-250	decroissant
382	c-250	decroissant
381	c-250	decroissant
384	c-250	decroissant
376	c-250	decroissant
370	c-250	decroissant
387	c-250	decroissant
410	c-250	decroissant
354	c-250	decroissant
400	c-250	decroissant
390	c-250	decroissant
413	c-250	decroissant
378	c-250	decroissant
393	c-250	decroissant
399	c-250	decroissant
405	c-250	decroissant
402	c-250	decroissant
411	c-250	decroissant
439	c-250	decroissant
387	c-250	decroissant
391	c-250	decroissant
399	c-250	decroissant
392	c-250	decroissant
382	c-250	decroissant
396	c-250	decroissant
430	c-250	decroissant
522	c-250	decroissant
403	c-250	decroissant
397	c-250	decroissant
430	c-250	decroissant
384	c-250	decroissant
397	c-250	decroissant
393	c-250	decroissant
551	c-250	decroissant
441	c-250	decroissant
424	c-250	decroissant
411	c-250	decroissant
396	c-250	decroissant
375	c-250	decroissant
387	c-250	decroissant
441	c-250	decroissant
386	c-250	decroissant
399	c-250	decroissant
394	c-250	decroissant
395	c-250	decroissant
396	c-250	decroissant
407	c-250	decroissant
434	c-250	decroissant
399	c-250	decroissant
386	c-250	decroissant
408	c-250	decroissant
398	c-250	decroissant
396	c-250	decroissant
392	c-250	decroissant
384	c-250	decroissant
385	c-250	decroissant
376	c-250	decroissant
348	c-250	decroissant
517	c-250	decroissant
436	c-250	decroissant
376	c-250	decroissant
364	c-250	decroissant
416	c-250	decroissant
348	c-250	decroissant
388	c-250	decroissant
421	c-250	decroissant
420	c-250	decroissant
396	c-250	decroissant
476	c-250	decroissant
401	c-250	decroissant
452	c-250	decroissant
381	c-250	decroissant
430	c-250	decroissant
406	c-250	decroissant
420	c-250	decroissant
448	c-250	decroissant
382	c-250	decroissant
403	c-250	decroissant
361	c-250	decroissant
390	c-250	decroissant
430	c-250	decroissant
396	c-250	decroissant
498	c-250	decroissant
418	c-250	decroissant
398	c-250	decroissant
394	c-250	decroissant
372	c-250	decroissant
395	c-250	decroissant
396	c-250	decroissant
398	c-250	decroissant
418	c-250	decroissant
404	c-250	decroissant
428	c-250	decroissant
532	c-250	decroissant
419	c-250	decroissant
389	c-250	decroissant
386	c-250	decroissant
416	c-250	decroissant
487	c-250	decroissant
424	c-250	decroissant
387	c-250	decroissant
417	c-250	decroissant
394	c-250	decroissant
453	c-250	decroissant
415	c-250	decroissant
392	c-250	decroissant
387	c-250	decroissant
384	c-250	decroissant
395	c-250	decroissant
390	c-250	decroissant
398	c-250	decroissant
401	c-250	decroissant
409	c-250	decroissant
361	c-250	decroissant
392	c-250	decroissant
394	c-250	decroissant
352	c-250	decroissant
576	c-250	decroissant
490	c-250	decroissant
406	c-250	decroissant
455	c-250	decroissant
395	c-250	decroissant
436	c-250	decroissant
405	c-250	decroissant
447	c-250	decroissant
391	c-250	decroissant
405	c-250	decroissant
360	c-250	decroissant
475	c-250	decroissant
448	c-250	decroissant
432	c-250	decroissant
430	c-250	decroissant
393	c-250	decroissant
410	c-250	decroissant
394	c-250	decroissant
508	c-250	decroissant
426	c-250	decroissant
402	c-250	decroissant
375	c-250	decroissant
405	c-250	decroissant
400	c-250	decroissant
487	c-250	decroissant
386	c-250	decroissant
407	c-250	decroissant
515	c-250	decroissant
359	c-250	decroissant
417	c-250	decroissant
399	c-250	decroissant
423	c-250	decroissant
464	c-250	decroissant
385	c-250	decroissant
410	c-250	decroissant
423	c-250	decroissant
393	c-250	decroissant
400	c-250	decroissant
406	c-250	decroissant
350	c-250	decroissant
373	c-250	decroissant
384	c-250	decroissant
357	c-250	decroissant
356	c-250	decroissant
357	c-250	decroissant
371	c-250	decroissant
433	c-250	decroissant
353	c-250	decroissant
416	c-250	decroissant
402	c-250	decroissant
398	c-250	decroissant
388	c-250	decroissant
410	c-250	decroissant
430	c-250	decroissant
436	c-250	decroissant
417	c-250	decroissant
358	c-250	decroissant
354	c-250	decroissant
534	c-250	decroissant
421	c-250	decroissant
406	c-250	decroissant
389	c-250	decroissant
396	c-250	decroissant
395	c-250	decroissant
467	c-250	decroissant
360	c-250	decroissant
383	c-250	decroissant
377	c-250	decroissant
450	c-250	decroissant
429	c-250	decroissant
395	c-250	decroissant
406	c-250	decroissant
399	c-250	decroissant
414	c-250	decroissant
397	c-250	decroissant
404	c-250	decroissant
489	c-250	decroissant
376	c-250	decroissant
404	c-250	decroissant
402	c-250	decroissant
445	c-250	decroissant
406	c-250	decroissant
413	c-250	decroissant
396	c-250	decroissant
451	c-250	decroissant
455	c-250	decroissant
418	c-250	decroissant
437	c-250	decroissant
382	c-250	decroissant
404	c-250	decroissant
383	c-250	decroissant
386	c-250	decroissant
402	c-250	decroissant
360	c-250	decroissant
398	c-250	decroissant
395	c-250	decroissant
370	c-250	decroissant
397	c-250	decroissant
365	c-250	decroissant
396	c-250	decroissant
422	c-250	decroissant
382	c-250	decroissant
545	c-250	decroissant
414	c-250	decroissant
407	c-250	decroissant
407	c-250	decroissant
405	c-250	decroissant
374	c-250	decroissant
394	c-250	decroissant
408	c-250	decroissant
356	c-250	decroissant
392	c-250	decroissant
413	c-250	decroissant
520	c-250	decroissant
395	c-250	decroissant
403	c-250	decroissant
429	c-250	decroissant
423	c-250	decroissant
462	c-250	decroissant
395	c-250	decroissant
425	c-250	decroissant
423	c-250	decroissant
427	c-250	decroissant
418	c-250	decroissant
411	c-250	decroissant
421	c-250	decroissant
411	c-250	decroissant
392	c-250	decroissant
392	c-250	decroissant
392	c-250	decroissant
393	c-250	decroissant
423	c-250	decroissant
391	c-250	decroissant
404	c-250	decroissant
358	c-250	decroissant
414	c-250	decroissant
378	c-250	decroissant
460	c-250	decroissant
421	c-250	decroissant
376	c-250	decroissant
489	c-250	decroissant
397	c-250	decroissant
395	c-250	decroissant
416	c-250	decroissant
414	c-250	decroissant
534	c-250	decroissant
461	c-250	decroissant
430	c-250	decroissant
358	c-250	decroissant
373	c-250	decroissant
389	c-250	decroissant
443	c-250	decroissant
386	c-250	decroissant
445	c-250	decroissant
397	c-250	decroissant
388	c-250	decroissant
407	c-250	decroissant
415	c-250	decroissant
396	c-250	decroissant
429	c-250	decroissant
352	c-250	decroissant
389	c-250	decroissant
378	c-250	decroissant
396	c-250	decroissant
395	c-250	decroissant
398	c-250	decroissant
398	c-250	decroissant
359	c-250	decroissant
430	c-250	decroissant
401	c-250	decroissant
398	c-250	decroissant
409	c-250	decroissant
391	c-250	decroissant
399	c-250	decroissant
396	c-250	decroissant
385	c-250	decroissant
377	c-250	decroissant
529	c-250	decroissant
515	c-250	decroissant
503	c-250	decroissant
506	c-250	decroissant
499	c-250	decroissant
516	c-250	decroissant
420	c-250	decroissant
410	c-250	decroissant
495	c-250	decroissant
491	c-250	decroissant
491	c-250	decroissant
556	c-250	decroissant
450	c-250	decroissant
508	c-250	decroissant
470	c-250	decroissant
498	c-250	decroissant
501	c-250	decroissant
430	c-250	decroissant
517	c-250	decroissant
437	c-250	decroissant
412	c-250	decroissant
377	c-250	decroissant
527	c-250	decroissant
384	c-250	decroissant
509	c-250	decroissant
508	c-250	decroissant
465	c-250	decroissant
643	c-250	decroissant
530	c-250	decroissant
374	c-250	decroissant
371	c-250	decroissant
369	c-250	decroissant
381	c-250	decroissant
496	c-250	decroissant
375	c-250	decroissant
522	c-250	decroissant
541	c-250	decroissant
434	c-250	decroissant
399	c-250	decroissant
487	c-250	decroissant
407	c-250	decroissant
411	c-250	decroissant
401	c-250	decroissant
398	c-250	decroissant
415	c-250	decroissant
387	c-250	decroissant
350	c-250	decroissant
527	c-250	decroissant
439	c-250	decroissant
416	c-250	decroissant
450	c-250	decroissant
392	c-250	decroissant
378	c-250	decroissant
517	c-250	decroissant
417	c-250	decroissant
397	c-250	decroissant
398	c-250	decroissant
392	c-250	decroissant
411	c-250	decroissant
408	c-250	decroissant
353	c-250	decroissant
478	c-250	decroissant
399	c-250	decroissant
371	c-250	decroissant
350	c-250	decroissant
435	c-250	decroissant
400	c-250	decroissant
400	c-250	decroissant
354	c-250	decroissant
361	c-250	decroissant
430	c-250	decroissant
382	c-250	decroissant
522	c-250	decroissant
535	c-250	decroissant
388	c-250	decroissant
423	c-250	decroissant
393	c-250	decroissant
482	c-250	decroissant
411	c-250	decroissant
441	c-250	decroissant
514	c-250	decroissant
920	c-250	decroissant
367	c-250	decroissant
413	c-250	decroissant
391	c-250	decroissant
404	c-250	decroissant
385	c-250	decroissant
402	c-250	decroissant
388	c-250	decroissant
474	c-250	decroissant
477	c-250	decroissant
415	c-250	decroissant
416	c-250	decroissant
403	c-250	decroissant
384	c-250	decroissant
359	c-250	decroissant
408	c-250	decroissant
382	c-250	decroissant
394	c-250	decroissant
390	c-250	decroissant
392	c-250	decroissant
395	c-250	decroissant
462	c-250	decroissant
388	c-250	decroissant
411	c-250	decroissant
408	c-250	decroissant
374	c-250	decroissant
401	c-250	decroissant
441	c-250	decroissant
411	c-250	decroissant
405	c-250	decroissant
394	c-250	decroissant
407	c-250	decroissant
407	c-250	decroissant
417	c-250	decroissant
676	c-250	decroissant
412	c-250	decroissant
403	c-250	decroissant
398	c-250	decroissant
403	c-250	decroissant
413	c-250	decroissant
424	c-250	decroissant
497	c-250	decroissant
451	c-250	decroissant
424	c-250	decroissant
410	c-250	decroissant
436	c-250	decroissant
545	c-250	decroissant
412	c-250	decroissant
382	c-250	decroissant
399	c-250	decroissant
349	c-250	decroissant
376	c-250	decroissant
377	c-250	decroissant
396	c-250	decroissant
393	c-250	decroissant
384	c-250	decroissant
386	c-250	decroissant
353	c-250	decroissant
362	c-250	decroissant
466	c-250	decroissant
530	c-250	decroissant
424	c-250	decroissant
395	c-250	decroissant
392	c-250	decroissant
407	c-250	decroissant
392	c-250	decroissant
395	c-250	decroissant
401	c-250	decroissant
406	c-250	decroissant
398	c-250	decroissant
411	c-250	decroissant
393	c-250	decroissant
383	c-250	decroissant
387	c-250	decroissant
374	c-250	decroissant
446	c-250	decroissant
422	c-250	decroissant
398	c-250	decroissant
396	c-250	decroissant
366	c-250	decroissant
375	c-250	decroissant
393	c-250	decroissant
358	c-250	decroissant
395	c-250	decroissant
400	c-250	decroissant
396	c-250	decroissant
352	c-250	decroissant
358	c-250	decroissant
399	c-250	decroissant
415	c-250	decroissant
376	c-250	decroissant
382	c-250	decroissant
488	c-250	decroissant
365	c-250	decroissant
417	c-250	decroissant
409	c-250	decroissant
363	c-250	decroissant
389	c-250	decroissant
391	c-250	decroissant
386	c-250	decroissant
376	c-250	decroissant
380	c-250	decroissant
424	c-250	decroissant
402	c-250	decroissant
400	c-250	decroissant
389	c-250	decroissant
420	c-250	decroissant
391	c-250	decroissant
455	c-250	decroissant
391	c-250	decroissant
415	c-250	decroissant
384	c-250	decroissant
421	c-250	decroissant
438	c-250	decroissant
341	c-250	decroissant
349	c-250	decroissant
368	c-250	decroissant
435	c-250	decroissant
394	c-250	decroissant
393	c-250	decroissant
384	c-250	decroissant
391	c-250	decroissant
383	c-250	decroissant
382	c-250	decroissant
411	c-250	decroissant
422	c-250	decroissant
411	c-250	decroissant
414	c-250	decroissant
390	c-250	decroissant
442	c-250	decroissant
398	c-250	decroissant
427	c-250	decroissant
366	c-250	decroissant
447	c-250	decroissant
467	c-250	decroissant
374	c-250	decroissant
376	c-250	decroissant
417	c-250	decroissant
387	c-250	decroissant
395	c-250	decroissant
414	c-250	decroissant
395	c-250	decroissant
438	c-250	decroissant
433	c-250	decroissant
467	c-250	decroissant
381	c-250	decroissant
411	c-250	decroissant
355	c-250	decroissant
415	c-250	decroissant
384	c-250	decroissant
368	c-250	decroissant
387	c-250	decroissant
447	c-250	decroissant
395	c-250	decroissant
453	c-250	decroissant
420	c-250	decroissant
416	c-250	decroissant
429	c-250	decroissant
408	c-250	decroissant
398	c-250	decroissant
404	c-250	decroissant
400	c-250	decroissant
356	c-250	decroissant
436	c-250	decroissant
386	c-250	decroissant
413	c-250	decroissant
400	c-250	decroissant
376	c-250	decroissant
390	c-250	decroissant
380	c-250	decroissant
410	c-250	decroissant
391	c-250	decroissant
378	c-250	decroissant
408	c-250	decroissant
402	c-250	decroissant
410	c-250	decroissant
415	c-250	decroissant
406	c-250	decroissant
428	c-250	decroissant
401	c-250	decroissant
391	c-250	decroissant
385	c-250	decroissant
395	c-250	decroissant
442	c-250	decroissant
393	c-250	decroissant
396	c-250	decroissant
401	c-250	decroissant
383	c-250	decroissant
364	c-250	decroissant
501	c-250	decroissant
503	c-250	decroissant
433	c-250	decroissant
401	c-250	decroissant
387	c-250	decroissant
388	c-250	decroissant
391	c-250	decroissant
396	c-250	decroissant
401	c-250	decroissant
384	c-250	decroissant
393	c-250	decroissant
418	c-250	decroissant
385	c-250	decroissant
398	c-250	decroissant
374	c-250	decroissant
381	c-250	decroissant
377	c-250	decroissant
351	c-250	decroissant
448	c-250	decroissant
410	c-250	decroissant
393	c-250	decroissant
477	c-250	decroissant
401	c-250	decroissant
392	c-250	decroissant
401	c-250	decroissant
392	c-250	decroissant
396	c-250	decroissant
403	c-250	decroissant
395	c-250	decroissant
396	c-250	decroissant
418	c-250	decroissant
436	c-250	decroissant
424	c-250	decroissant
383	c-250	decroissant
374	c-250	decroissant
387	c-250	decroissant
378	c-250	decroissant
385	c-250	decroissant
391	c-250	decroissant
381	c-250	decroissant
375	c-250	decroissant
383	c-250	decroissant
377	c-250	decroissant
376	c-250	decroissant
350	c-250	decroissant
347	c-250	decroissant
348	c-250	decroissant
353	c-250	decroissant
351	c-250	decroissant
375	c-250	decroissant
382	c-250	decroissant
382	c-250	decroissant
376	c-250	decroissant
379	c-250	decroissant
377	c-250	decroissant
377	c-250	decroissant
382	c-250	decroissant
404	c-250	decroissant
381	c-250	croissant
387	c-250	croissant
386	c-250	croissant
376	c-250	croissant
500	c-250	croissant
400	c-250	croissant
362	c-250	croissant
387	c-250	croissant
395	c-250	croissant
390	c-250	croissant
393	c-250	croissant
363	c-250	croissant
373	c-250	croissant
397	c-250	croissant
386	c-250	croissant
389	c-250	croissant
384	c-250	croissant
492	c-250	croissant
403	c-250	croissant
415	c-250	croissant
387	c-250	croissant
398	c-250	croissant
400	c-250	croissant
407	c-250	croissant
385	c-250	croissant
394	c-250	croissant
384	c-250	croissant
458	c-250	croissant
436	c-250	croissant
438	c-250	croissant
452	c-250	croissant
419	c-250	croissant
400	c-250	croissant
393	c-250	croissant
402	c-250	croissant
418	c-250	croissant
411	c-250	croissant
404	c-250	croissant
411	c-250	croissant
427	c-250	croissant
411	c-250	croissant
409	c-250	croissant
420	c-250	croissant
380	c-250	croissant
399	c-250	croissant
423	c-250	croissant
407	c-250	croissant
413	c-250	croissant
421	c-250	croissant
411	c-250	croissant
425	c-250	croissant
432	c-250	croissant
456	c-250	croissant
565	c-250	croissant
417	c-250	croissant
367	c-250	croissant
364	c-250	croissant
388	c-250	croissant
358	c-250	croissant
413	c-250	croissant
411	c-250	croissant
391	c-250	croissant
453	c-250	croissant
377	c-250	croissant
408	c-250	croissant
388	c-250	croissant
393	c-250	croissant
392	c-250	croissant
382	c-250	croissant
391	c-250	croissant
360	c-250	croissant
363	c-250	croissant
369	c-250	croissant
395	c-250	croissant
419	c-250	croissant
403	c-250	croissant
544	c-250	croissant
460	c-250	croissant
402	c-250	croissant
394	c-250	croissant
463	c-250	croissant
432	c-250	croissant
389	c-250	croissant
388	c-250	croissant
475	c-250	croissant
471	c-250	croissant
529	c-250	croissant
540	c-250	croissant
501	c-250	croissant
512	c-250	croissant
530	c-250	croissant
517	c-250	croissant
537	c-250	croissant
436	c-250	croissant
518	c-250	croissant
464	c-250	croissant
454	c-250	croissant
398	c-250	croissant
523	c-250	croissant
400	c-250	croissant
383	c-250	croissant
516	c-250	croissant
465	c-250	croissant
430	c-250	croissant
457	c-250	croissant
453	c-250	croissant
492	c-250	croissant
504	c-250	croissant
432	c-250	croissant
501	c-250	croissant
511	c-250	croissant
517	c-250	croissant
511	c-250	croissant
487	c-250	croissant
494	c-250	croissant
411	c-250	croissant
514	c-250	croissant
553	c-250	croissant
371	c-250	croissant
368	c-250	croissant
366	c-250	croissant
399	c-250	croissant
1231	c-250	croissant
532	c-250	croissant
431	c-250	croissant
424	c-250	croissant
507	c-250	croissant
558	c-250	croissant
1062	c-250	croissant
498	c-250	croissant
424	c-250	croissant
413	c-250	croissant
394	c-250	croissant
410	c-250	croissant
416	c-250	croissant
415	c-250	croissant
455	c-250	croissant
402	c-250	croissant
538	c-250	croissant
476	c-250	croissant
423	c-250	croissant
456	c-250	croissant
427	c-250	croissant
422	c-250	croissant
413	c-250	croissant
402	c-250	croissant
375	c-250	croissant
425	c-250	croissant
423	c-250	croissant
406	c-250	croissant
397	c-250	croissant
427	c-250	croissant
400	c-250	croissant
392	c-250	croissant
431	c-250	croissant
411	c-250	croissant
426	c-250	croissant
419	c-250	croissant
411	c-250	croissant
521	c-250	croissant
380	c-250	croissant
404	c-250	croissant
380	c-250	croissant
556	c-250	croissant
457	c-250	croissant
422	c-250	croissant
401	c-250	croissant
400	c-250	croissant
417	c-250	croissant
394	c-250	croissant
445	c-250	croissant
406	c-250	croissant
401	c-250	croissant
403	c-250	croissant
397	c-250	croissant
407	c-250	croissant
454	c-250	croissant
414	c-250	croissant
400	c-250	croissant
405	c-250	croissant
460	c-250	croissant
382	c-250	croissant
425	c-250	croissant
414	c-250	croissant
390	c-250	croissant
483	c-250	croissant
453	c-250	croissant
403	c-250	croissant
402	c-250	croissant
397	c-250	croissant
423	c-250	croissant
401	c-250	croissant
404	c-250	croissant
411	c-250	croissant
411	c-250	croissant
431	c-250	croissant
430	c-250	croissant
454	c-250	croissant
382	c-250	croissant
429	c-250	croissant
424	c-250	croissant
402	c-250	croissant
413	c-250	croissant
399	c-250	croissant
684	c-250	croissant
544	c-250	croissant
367	c-250	croissant
366	c-250	croissant
443	c-250	croissant
367	c-250	croissant
420	c-250	croissant
403	c-250	croissant
399	c-250	croissant
421	c-250	croissant
418	c-250	croissant
429	c-250	croissant
400	c-250	croissant
441	c-250	croissant
370	c-250	croissant
404	c-250	croissant
378	c-250	croissant
407	c-250	croissant
437	c-250	croissant
401	c-250	croissant
410	c-250	croissant
397	c-250	croissant
374	c-250	croissant
493	c-250	croissant
475	c-250	croissant
395	c-250	croissant
404	c-250	croissant
391	c-250	croissant
397	c-250	croissant
416	c-250	croissant
456	c-250	croissant
398	c-250	croissant
391	c-250	croissant
404	c-250	croissant
473	c-250	croissant
407	c-250	croissant
412	c-250	croissant
405	c-250	croissant
420	c-250	croissant
409	c-250	croissant
401	c-250	croissant
384	c-250	croissant
436	c-250	croissant
416	c-250	croissant
437	c-250	croissant
400	c-250	croissant
410	c-250	croissant
422	c-250	croissant
425	c-250	croissant
366	c-250	croissant
425	c-250	croissant
373	c-250	croissant
404	c-250	croissant
405	c-250	croissant
392	c-250	croissant
409	c-250	croissant
419	c-250	croissant
395	c-250	croissant
410	c-250	croissant
393	c-250	croissant
401	c-250	croissant
421	c-250	croissant
408	c-250	croissant
417	c-250	croissant
450	c-250	croissant
440	c-250	croissant
426	c-250	croissant
390	c-250	croissant
419	c-250	croissant
488	c-250	croissant
396	c-250	croissant
404	c-250	croissant
418	c-250	croissant
403	c-250	croissant
424	c-250	croissant
423	c-250	croissant
387	c-250	croissant
365	c-250	croissant
446	c-250	croissant
415	c-250	croissant
426	c-250	croissant
426	c-250	croissant
410	c-250	croissant
380	c-250	croissant
411	c-250	croissant
381	c-250	croissant
443	c-250	croissant
377	c-250	croissant
423	c-250	croissant
362	c-250	croissant
454	c-250	croissant
464	c-250	croissant
587	c-250	croissant
488	c-250	croissant
393	c-250	croissant
401	c-250	croissant
388	c-250	croissant
404	c-250	croissant
426	c-250	croissant
528	c-250	croissant
385	c-250	croissant
393	c-250	croissant
428	c-250	croissant
406	c-250	croissant
405	c-250	croissant
395	c-250	croissant
428	c-250	croissant
417	c-250	croissant
387	c-250	croissant
389	c-250	croissant
438	c-250	croissant
422	c-250	croissant
411	c-250	croissant
423	c-250	croissant
412	c-250	croissant
414	c-250	croissant
398	c-250	croissant
368	c-250	croissant
387	c-250	croissant
388	c-250	croissant
375	c-250	croissant
391	c-250	croissant
358	c-250	croissant
384	c-250	croissant
383	c-250	croissant
388	c-250	croissant
390	c-250	croissant
362	c-250	croissant
448	c-250	croissant
358	c-250	croissant
401	c-250	croissant
421	c-250	croissant
389	c-250	croissant
416	c-250	croissant
395	c-250	croissant
437	c-250	croissant
402	c-250	croissant
420	c-250	croissant
427	c-250	croissant
429	c-250	croissant
567	c-250	croissant
406	c-250	croissant
366	c-250	croissant
435	c-250	croissant
414	c-250	croissant
419	c-250	croissant
411	c-250	croissant
485	c-250	croissant
511	c-250	croissant
447	c-250	croissant
388	c-250	croissant
365	c-250	croissant
405	c-250	croissant
420	c-250	croissant
406	c-250	croissant
397	c-250	croissant
397	c-250	croissant
372	c-250	croissant
521	c-250	croissant
420	c-250	croissant
438	c-250	croissant
403	c-250	croissant
418	c-250	croissant
413	c-250	croissant
406	c-250	croissant
401	c-250	croissant
441	c-250	croissant
384	c-250	croissant
401	c-250	croissant
482	c-250	croissant
366	c-250	croissant
431	c-250	croissant
370	c-250	croissant
407	c-250	croissant
435	c-250	croissant
428	c-250	croissant
399	c-250	croissant
421	c-250	croissant
404	c-250	croissant
371	c-250	croissant
398	c-250	croissant
418	c-250	croissant
392	c-250	croissant
392	c-250	croissant
418	c-250	croissant
392	c-250	croissant
364	c-250	croissant
376	c-250	croissant
390	c-250	croissant
378	c-250	croissant
373	c-250	croissant
396	c-250	croissant
384	c-250	croissant
399	c-250	croissant
362	c-250	croissant
438	c-250	croissant
413	c-250	croissant
404	c-250	croissant
437	c-250	croissant
362	c-250	croissant
428	c-250	croissant
423	c-250	croissant
367	c-250	croissant
438	c-250	croissant
412	c-250	croissant
411	c-250	croissant
420	c-250	croissant
412	c-250	croissant
426	c-250	croissant
419	c-250	croissant
430	c-250	croissant
440	c-250	croissant
442	c-250	croissant
402	c-250	croissant
452	c-250	croissant
447	c-250	croissant
394	c-250	croissant
431	c-250	croissant
411	c-250	croissant
384	c-250	croissant
383	c-250	croissant
391	c-250	croissant
389	c-250	croissant
391	c-250	croissant
387	c-250	croissant
389	c-250	croissant
378	c-250	croissant
366	c-250	croissant
490	c-250	croissant
393	c-250	croissant
399	c-250	croissant
567	c-250	croissant
416	c-250	croissant
392	c-250	croissant
418	c-250	croissant
416	c-250	croissant
456	c-250	croissant
442	c-250	croissant
409	c-250	croissant
398	c-250	croissant
391	c-250	croissant
433	c-250	croissant
426	c-250	croissant
406	c-250	croissant
451	c-250	croissant
422	c-250	croissant
504	c-250	croissant
401	c-250	croissant
413	c-250	croissant
421	c-250	croissant
383	c-250	croissant
380	c-250	croissant
362	c-250	croissant
358	c-250	croissant
357	c-250	croissant
367	c-250	croissant
364	c-250	croissant
368	c-250	croissant
388	c-250	croissant
367	c-250	croissant
389	c-250	croissant
382	c-250	croissant
389	c-250	croissant
392	c-250	croissant
388	c-250	croissant
390	c-250	croissant
385	c-250	croissant
391	c-250	croissant
386	c-250	croissant
387	c-250	croissant
389	c-250	croissant
389	c-250	croissant
387	c-250	croissant
389	c-250	croissant
386	c-250	croissant
390	c-250	croissant
382	c-250	croissant
358	c-250	croissant
389	c-250	croissant
387	c-250	croissant
392	c-250	croissant
365	c-250	croissant
365	c-250	croissant
383	c-250	croissant
359	c-250	croissant
372	c-250	croissant
451	c-250	croissant
411	c-250	croissant
392	c-250	croissant
390	c-250	croissant
512	c-250	croissant
509	c-250	croissant
508	c-250	croissant
525	c-250	croissant
542	c-250	croissant
409	c-250	croissant
527	c-250	croissant
453	c-250	croissant
498	c-250	croissant
469	c-250	croissant
520	c-250	croissant
559	c-250	croissant
442	c-250	croissant
426	c-250	croissant
459	c-250	croissant
383	c-250	croissant
388	c-250	croissant
381	c-250	croissant
527	c-250	croissant
464	c-250	croissant
527	c-250	croissant
518	c-250	croissant
503	c-250	croissant
429	c-250	croissant
508	c-250	croissant
523	c-250	croissant
472	c-250	croissant
524	c-250	croissant
537	c-250	croissant
397	c-250	croissant
514	c-250	croissant
459	c-250	croissant
467	c-250	croissant
506	c-250	croissant
445	c-250	croissant
468	c-250	croissant
366	c-250	croissant
380	c-250	croissant
367	c-250	croissant
429	c-250	croissant
566	c-250	croissant
655	c-250	croissant
582	c-250	croissant
412	c-250	croissant
386	c-250	croissant
382	c-250	croissant
387	c-250	croissant
870	c-250	croissant
537	c-250	croissant
426	c-250	croissant
380	c-250	croissant
